YTID,start_seconds,end_seconds,positive_labels
63dgfgX9ubU,190.0,200.0,/t/dd00129
63gNK7kHRoc,130.0,140.0,"/m/07r04,/m/07yv9,/t/dd00129"
63s4XwLHN5M,550.0,560.0,/t/dd00129
64A7rn5ckcM,130.0,140.0,"/m/0199g,/m/07yv9,/t/dd00129"
64MZaaQH2lk,130.0,140.0,"/m/07r04,/m/07yv9,/t/dd00129"
64ngeXmMc2g,120.0,130.0,"/m/07yv9,/t/dd00129"
65CVu-6opnM,30.0,40.0,"/m/06h7j,/t/dd00129"
667BZr7Bh7k,130.0,140.0,"/m/04rlf,/t/dd00129"
66QaBNSOkd4,250.0,260.0,/t/dd00129
66aLvOdYPhA,80.0,90.0,/t/dd00129
66bQEBcwTTM,150.0,160.0,"/m/09t49,/t/dd00129"
670MbtCIKSQ,190.0,200.0,"/m/04rlf,/t/dd00129"
67ARnrB5Ta8,0.0,10.0,"/m/04rlf,/t/dd00129"
67BOwpNqOW8,20.0,30.0,"/m/028v0c,/t/dd00129"
68-LprPyGbs,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
68LImzheTyQ,540.0,550.0,"/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00129"
68Uusd3dmpM,20.0,30.0,"/m/028v0c,/t/dd00129"
698psEzBbL8,30.0,40.0,"/m/0jbk,/t/dd00129"
69T54rYkZPs,50.0,60.0,"/m/07yv9,/t/dd00129"
6A8Qc9xlxF4,20.0,30.0,"/m/04rlf,/t/dd00129"
6AEfzwPKUjY,150.0,160.0,/t/dd00129
6AEnDXHv9uM,500.0,510.0,"/m/04rlf,/t/dd00129"
6BHPdpLyELE,80.0,90.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129,/t/dd00136"
6BMJoqiGHks,210.0,220.0,/t/dd00129
6BNWdJqaIkc,11.0,21.0,"/m/05r5wn,/t/dd00129"
6BmO8gB0u9Q,20.0,30.0,/t/dd00129
6BvexPSSW3E,100.0,110.0,"/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00129"
6C9LHEJ9wnY,70.0,80.0,"/m/04rlf,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
6CHrfGaAbYA,10.0,20.0,"/m/0jbk,/t/dd00129"
6CSfJsM14L4,60.0,70.0,"/m/0199g,/m/07yv9,/t/dd00129"
6Cb3hIP6fsc,230.0,240.0,"/m/028v0c,/m/07yv9,/m/0k4j,/t/dd00129"
6D1Chw3znMs,0.0,10.0,"/m/04rlf,/t/dd00129"
6DR59xlhf9o,22.0,32.0,/t/dd00129
6DSQhMvqrTQ,400.0,410.0,"/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
6DxkjDQ4-Oc,100.0,110.0,"/m/07yv9,/t/dd00129"
6EO55Yq362k,170.0,180.0,"/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
6ERLvqO9fpA,30.0,40.0,"/m/07yv9,/t/dd00129"
6EjIlSFtfU0,60.0,70.0,"/m/01yg9g,/m/02mk9,/m/07yv9,/t/dd00129"
6FEfeuOT5D8,30.0,40.0,"/m/04rlf,/t/dd00129"
6FFJcTnAd2M,0.0,10.0,"/m/028v0c,/m/068hy,/t/dd00129"
6G3UWtURnKE,0.0,10.0,"/m/0cmf2,/t/dd00129"
6G5mWmIvCgk,110.0,120.0,"/m/04rlf,/m/0jbk,/t/dd00129"
6GVltzrBClw,80.0,90.0,"/m/01280g,/t/dd00129"
6H0-D5ALiyM,360.0,370.0,"/m/04rlf,/t/dd00129"
6H8TAzq1miE,20.0,30.0,/t/dd00129
6HZibSigmfw,260.0,270.0,/t/dd00129
6Hzm9zrABkg,0.0,10.0,"/m/04rlf,/t/dd00129"
6I-4ue6_tHg,40.0,50.0,"/m/07yv9,/t/dd00129"
6I5Lj1AoZds,80.0,90.0,"/m/04rlf,/t/dd00129"
6IDQBzexWTo,270.0,280.0,/t/dd00129
6IHZvoKfkFY,200.0,210.0,"/m/07yv9,/m/0cmf2,/t/dd00129"
6JC-qkjz_qI,410.0,420.0,"/m/04rlf,/t/dd00129"
6Jc51wICaCk,90.0,100.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6JsJbqmLLu4,30.0,40.0,"/m/04rlf,/t/dd00129"
6KMR68q-5xA,170.0,180.0,"/m/07jdr,/m/07yv9,/t/dd00129"
6K_1R_NLlCA,260.0,270.0,"/m/02l6bg,/m/07yv9,/t/dd00129"
6KrZqvs-xAQ,22.0,32.0,"/m/07yv9,/m/0912c9,/m/0k4j,/t/dd00129"
6LBfFhVA9PI,440.0,450.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
6LtTTVHxDco,50.0,60.0,/t/dd00129
6Lwn9qm6LYY,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6MGoUZEILEA,60.0,70.0,"/m/0cdnk,/m/0ghcn6,/m/0jbk,/t/dd00129"
6NHpvwOgz2g,360.0,370.0,"/m/0cmf2,/t/dd00129"
6NLwuPPXx8w,110.0,120.0,"/m/04rlf,/m/07yv9,/t/dd00129"
6NSRGPlhnjw,0.0,10.0,"/m/04rlf,/t/dd00129"
6NjbfsEKo6o,30.0,40.0,/t/dd00129
6Ntqxvpv44I,10.0,20.0,"/m/07yv9,/t/dd00129"
6O8jCe8BbFQ,150.0,160.0,/t/dd00129
6OCR_ALDzFM,240.0,250.0,"/m/07yv9,/t/dd00129"
6OfK5KhA0x8,30.0,40.0,/t/dd00129
6OiptKiOW0c,30.0,40.0,"/m/028v0c,/m/0jbk,/t/dd00129"
6OtW50JmFDc,0.0,10.0,"/m/0jbk,/t/dd00129"
6P6BVWIHrjY,140.0,150.0,/t/dd00129
6PONKDXwVOM,210.0,220.0,"/m/028v0c,/m/07qv_d5,/t/dd00129"
6Q0y8pCz43k,310.0,320.0,"/m/01jwx6,/m/02mk9,/m/07r04,/m/07yv9,/t/dd00129"
6QAPEbEUa0w,20.0,30.0,"/m/04rlf,/t/dd00129"
6RQOq6g3cTo,60.0,70.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6RaaZLThMqo,430.0,440.0,"/m/07yv9,/m/0k5j,/t/dd00129"
6SRVohppeZg,16.0,26.0,/t/dd00129
6SZfAQQ0TP4,40.0,50.0,"/m/02l6bg,/m/07yv9,/t/dd00129"
6Sp-WrmJ8uk,0.0,10.0,/t/dd00129
6T3LG-uQdN0,16.0,26.0,"/m/0jbk,/t/dd00129"
6UReenrUk78,360.0,370.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
6UZhHI3s0Gk,30.0,40.0,/t/dd00129
6VvXnl7HZs8,160.0,170.0,"/m/0jbk,/t/dd00129"
6VwqMKwR_uE,70.0,80.0,"/m/03vt0,/m/0jbk,/t/dd00129"
6VyGHryf9-8,120.0,130.0,/t/dd00129
6WH7_TKeVTY,530.0,540.0,"/m/04rlf,/t/dd00129"
6WKkmr2VBCQ,16.0,26.0,"/m/07yv9,/m/0912c9,/t/dd00129"
6WSwppRAcCY,0.0,10.0,"/m/04cvmfc,/m/04rlf,/t/dd00129"
6WXrSKBtK9Q,0.0,10.0,"/m/03k3r,/m/0jbk,/t/dd00129"
6X9eDadmQ5A,0.0,10.0,/t/dd00129
6XgdhDzMtO0,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
6YMBltVyfOg,110.0,120.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
6YcXzphh8go,380.0,390.0,"/m/07r04,/t/dd00129"
6Z7SxRnR5Ck,19.0,29.0,/t/dd00129
6ZC6Q122XJE,90.0,100.0,"/m/04rlf,/t/dd00129"
6ZWC5gHTihc,180.0,190.0,"/m/07yv9,/m/0k5j,/t/dd00129"
6ZtFsX-FAyA,170.0,180.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00129"
6ZvJNz3EmUk,60.0,70.0,"/m/07yv9,/t/dd00129"
6_i0ekCY9Es,130.0,140.0,/t/dd00129
6a3xLtzh4as,220.0,230.0,"/m/012f08,/m/07yv9,/t/dd00129"
6a4KXKM3GjM,30.0,40.0,"/m/07yv9,/t/dd00129"
6aCBSCV3Zk4,20.0,30.0,"/m/01z5f,/m/04rlf,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
6aILnSJAzmk,30.0,40.0,"/m/0jbk,/t/dd00129"
6arse0xRIXg,20.0,30.0,"/m/07yv9,/t/dd00129"
6b7SXc1ja8s,90.0,100.0,"/m/04rlf,/m/07xzm,/m/0gg8l,/t/dd00129"
6bIsd9Gd6Kk,30.0,40.0,"/m/04_sv,/m/07yv9,/t/dd00129"
6bRF2hD9Kes,120.0,130.0,/t/dd00129
6bxcNVIERSU,40.0,50.0,"/m/04rlf,/t/dd00129"
6cD-_RagAmA,30.0,40.0,"/m/01280g,/m/04rlf,/t/dd00129"
6cERXax5VoY,30.0,40.0,"/m/04rlf,/t/dd00129"
6cmUQRYVJCQ,40.0,50.0,"/m/012f08,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
6d1o1aY5qBc,40.0,50.0,/t/dd00129
6dLJ9OyoE2E,110.0,120.0,"/m/04rlf,/t/dd00129"
6dlc-S3_KYM,50.0,60.0,"/m/04rlf,/t/dd00129"
6e8FJsLWIu0,20.0,30.0,"/m/02_41,/t/dd00129"
6ePN2k4s0WE,50.0,60.0,"/m/0jbk,/t/dd00129"
6eS3WTbbOIA,20.0,30.0,/t/dd00129
6f7qIeKOKNY,10.0,20.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
6fOs0Chw0jE,0.0,10.0,"/m/04rlf,/m/07yv9,/t/dd00129"
6fQ2qCBdKN0,220.0,230.0,/t/dd00129
6gH6_4Tj3a8,80.0,90.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6gisYWJffTI,20.0,30.0,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
6hREHJP5cek,10.0,20.0,"/m/07yv9,/t/dd00129"
6hfRhrvbZQE,0.0,10.0,"/m/04rlf,/t/dd00129"
6hgFnEuisbc,60.0,70.0,/t/dd00129
6hmARGHi22k,150.0,160.0,/t/dd00129
6izrTajyhqY,520.0,530.0,/t/dd00129
6jNog-IKFN8,30.0,40.0,"/m/04rlf,/t/dd00129"
6jZONWVhz7M,100.0,110.0,/t/dd00129
6k4WosjG3Y0,140.0,150.0,"/m/04rlf,/t/dd00129"
6k7SsoK5-9o,30.0,40.0,"/m/04rlf,/t/dd00129"
6kI6nU1iT3Q,30.0,40.0,/t/dd00129
6kbUY367YgA,210.0,220.0,"/m/04rlf,/t/dd00129"
6l-t5B1U9to,30.0,40.0,/t/dd00129
6l369_gMa0g,360.0,370.0,"/m/04rlf,/t/dd00129"
6lSZxMlZS50,30.0,40.0,/t/dd00129
6lp9ovjqpPY,10.0,20.0,/t/dd00129
6m-OvmmaZ5s,400.0,410.0,/t/dd00129
6mIw425kYk4,300.0,310.0,/t/dd00129
6n8SnOii_dM,40.0,50.0,"/m/04rlf,/t/dd00129"
6nDC37-c4-8,20.0,30.0,"/m/07yv9,/t/dd00129"
6nyekodOcY4,410.0,420.0,"/m/04rlf,/t/dd00129"
6oJW6q4l7ho,190.0,200.0,"/m/04_sv,/m/07yv9,/t/dd00129"
6occutn0FhI,360.0,370.0,/t/dd00129
6pAqmGCu0NY,470.0,480.0,/t/dd00129
6pCRDkR_07I,10.0,20.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
6pS9vDjQ5AQ,0.0,10.0,/t/dd00129
6qAPxlcsvho,0.0,10.0,"/m/07yv9,/m/0k5j,/t/dd00129"
6qVG57MLslw,140.0,150.0,/t/dd00129
6qkemq5ueKA,30.0,40.0,/t/dd00129
6qlSRO3Kx8g,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00129"
6rAO0Jr1u6E,200.0,210.0,"/m/0199g,/m/02mk9,/m/04rlf,/m/07yv9,/t/dd00129"
6rnPtOMLsz0,10.0,20.0,"/m/04rlf,/t/dd00129"
6rpNpIcPJvk,200.0,210.0,"/m/07qv_d5,/t/dd00129"
6sL4yyedr4M,60.0,70.0,/t/dd00129
6sQKkuXFoQU,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
6tTCiCRnDFA,150.0,160.0,"/m/04rlf,/t/dd00129"
6thdIwQVgOk,270.0,280.0,"/m/04rlf,/t/dd00129"
6u6K-Z3yjGo,30.0,40.0,/t/dd00129
6uTRjP-terw,10.0,20.0,"/m/028v0c,/t/dd00129"
6uXLyInq5-g,160.0,170.0,"/m/07yv9,/t/dd00129"
6u_CZHfvlWQ,280.0,290.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128,/t/dd00129"
6uaa2USsQDE,21.0,31.0,"/m/0jbk,/t/dd00129"
6ubD5qbZsKI,40.0,50.0,"/m/04rlf,/t/dd00129"
6ue3GUzUe6Y,50.0,60.0,"/m/07r04,/m/07yv9,/t/dd00129"
6v4MOQbWMPk,490.0,500.0,/t/dd00129
6v5lbnApPCQ,70.0,80.0,"/m/07yv9,/t/dd00129"
6vQy0CbV8as,20.0,30.0,/t/dd00129
6wKbkOGf5-Q,340.0,350.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00129"
6waqTOvbyoU,0.0,10.0,"/m/04rlf,/t/dd00129"
6wyD9ktSxYw,10.0,20.0,/t/dd00129
6xFmDbvmWAA,0.0,10.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00129"
6xIakcNXAtQ,350.0,360.0,"/m/0k4j,/m/0ltv,/t/dd00129"
6xQ1DHqU1w4,520.0,530.0,"/m/07qwf61,/m/0dbvp,/t/dd00129"
6xRUf-hW9ds,590.0,600.0,/t/dd00129
6xaPeGzpBio,30.0,40.0,"/m/06h7j,/t/dd00129"
6xf6gt-2uqY,30.0,40.0,/t/dd00129
6xlQZjVuGb8,10.0,20.0,"/m/07yv9,/t/dd00129"
6yzsf5M0qTA,0.0,10.0,/t/dd00129
6z1m0AoYesI,360.0,370.0,/t/dd00129
6zDzLDh-UTE,30.0,40.0,"/m/04rlf,/t/dd00129"
6zywVdopz88,60.0,70.0,"/m/02mk9,/t/dd00129"
70InVUOAA-c,220.0,230.0,"/m/04rlf,/t/dd00129"
70bNnaWGMvc,30.0,40.0,"/m/04_sv,/m/07yv9,/t/dd00129"
70wqkLml1CU,23.0,33.0,"/m/0bt9lr,/m/0jbk,/t/dd00129"
714PsTbFZRc,160.0,170.0,"/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00129"
71Dd52wp0QM,30.0,40.0,/t/dd00129
71rHzR9T-48,10.0,20.0,"/m/07yv9,/t/dd00129"
71veX4kAgNc,210.0,220.0,"/m/09ct_,/m/0k5j,/t/dd00129"
72MMoF1Rgb4,140.0,150.0,"/m/04rlf,/t/dd00129"
72PyLwtyW94,310.0,320.0,"/m/0k4j,/t/dd00129"
739GFDCaWY8,30.0,40.0,/t/dd00129
73hhySslm6Q,360.0,370.0,"/m/07r04,/m/07yv9,/t/dd00129"
73wqJ3ahsdM,10.0,20.0,"/m/07yv9,/t/dd00129"
740n1a9T3To,10.0,20.0,"/m/07yv9,/t/dd00129"
7536d_TdUOU,30.0,40.0,/t/dd00129
75SyLP4Ng0w,210.0,220.0,"/m/07yv9,/t/dd00129"
75VcnWECHuo,140.0,150.0,"/m/07q2z82,/m/07r04,/m/07yv9,/t/dd00129"
75YzGJWonmg,90.0,100.0,"/m/019jd,/t/dd00129"
760wid9EOLE,0.0,10.0,/t/dd00129
766NIELuyVU,30.0,40.0,"/m/04rlf,/t/dd00129"
76sBO-v9WIc,0.0,10.0,"/m/07qwf61,/t/dd00129"
770A6DkFVuk,50.0,60.0,"/m/07r04,/m/07yv9,/t/dd00129"
77cNIp34pnk,90.0,100.0,"/m/04_sv,/m/07yv9,/m/0k4j,/t/dd00129"
77pbmWf52-0,10.0,20.0,/t/dd00129
7813l9ZJWJc,50.0,60.0,/t/dd00129
78v6p6opq6A,30.0,40.0,"/m/0jbk,/t/dd00129"
78z87M_hyRI,10.0,20.0,"/m/04rlf,/t/dd00129"
79QRZG6dwZ4,20.0,30.0,/t/dd00129
79_eBDByasg,60.0,70.0,"/m/07yv9,/t/dd00129"
79qJ1jgjjII,0.0,10.0,"/m/04rlf,/t/dd00129"
79uOToHvlLc,30.0,40.0,"/m/04rlf,/t/dd00129"
7AQHnqS1QGQ,20.0,30.0,"/m/01bjv,/m/07yv9,/t/dd00129"
7ASuU2IxMMA,20.0,30.0,"/m/06q74,/m/07yv9,/t/dd00129"
7Aa5orv2MuM,30.0,40.0,"/m/014zdl,/t/dd00129"
7AlKTY5F0rM,0.0,10.0,"/m/04rlf,/t/dd00129"
7BQtWp2oWlE,40.0,50.0,"/m/02rlv9,/m/07yv9,/t/dd00129"
7BTOZHX2FLo,30.0,40.0,/t/dd00129
7C1ax0WKUmk,0.0,10.0,"/m/028v0c,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
7CFhY7k9zYs,30.0,40.0,"/m/05kq4,/t/dd00129"
7CG6OnrFi0Y,10.0,20.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t,/m/0jbk,/t/dd00129"
7CaBMXaxINY,70.0,80.0,"/m/034srq,/m/05kq4,/t/dd00129"
7CfGYsbXV7I,30.0,40.0,/t/dd00129
7DPPuzby9I0,20.0,30.0,"/m/07yv9,/t/dd00129"
7DfuxJNTqHw,0.0,7.0,/t/dd00129
7E1IH3dLLus,40.0,50.0,"/m/01jwx6,/m/07yv9,/t/dd00129"
7E57ofWv_Qk,290.0,300.0,"/m/07yv9,/t/dd00129"
7E7SjwMikT0,210.0,220.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
7E_b4veOYZk,30.0,40.0,"/m/07yv9,/t/dd00129"
7EgCnVRsnIY,40.0,50.0,"/m/07pb8fc,/t/dd00129"
7EhNaU-23uQ,60.0,70.0,"/m/05kq4,/m/06q74,/m/07yv9,/t/dd00129"
7F4Hh3JiCVs,220.0,230.0,"/m/0j2kx,/t/dd00129"
7GZ5dOCq29o,18.0,28.0,"/m/07yv9,/t/dd00129"
7GvTUXZ2-hc,30.0,40.0,/t/dd00129
7GxnLlr_qnw,280.0,290.0,/t/dd00129
7HBWHAL8JBY,40.0,50.0,"/m/07yv9,/t/dd00129"
7Hggz-j_OGA,30.0,40.0,/t/dd00129
7HvBVE7rfjM,290.0,300.0,"/m/04rlf,/t/dd00129"
7IAsyXXVhnw,90.0,100.0,/t/dd00129
7IEOtvupVnE,0.0,10.0,/t/dd00129
7IF1ye9w32Y,170.0,180.0,"/m/07yv9,/t/dd00129"
7Iby_tnIfhg,0.0,10.0,"/m/07yv9,/t/dd00129"
7IjkRGedQf4,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7IkQAvq3auo,30.0,40.0,/t/dd00129
7J7gyG8jVgs,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7JLp5x6CrNw,0.0,10.0,"/m/0jbk,/t/dd00129"
7JTAGS2OD1s,30.0,40.0,/t/dd00129
7JfsphpKx3s,110.0,120.0,"/m/07yv9,/t/dd00066,/t/dd00129"
7JqMJ8bE5Zo,30.0,40.0,"/m/04rlf,/t/dd00129"
7KcUFsyjDm0,0.0,10.0,"/m/04rlf,/t/dd00129"
7KiX3i3lKoY,0.0,10.0,"/m/028v0c,/t/dd00129"
7Kwvvxtzeiw,280.0,290.0,"/m/04rlf,/t/dd00129"
7KxKUMMYTQg,30.0,40.0,"/m/07yv9,/t/dd00129"
7L3FCtXi55w,60.0,70.0,/t/dd00129
7L5nIuPc29g,30.0,40.0,"/m/07rjwbb,/t/dd00129"
7M26PG-Zm8U,560.0,570.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
7MMIFBMK0tU,0.0,10.0,"/m/028v0c,/t/dd00129"
7MUqms3brJs,190.0,200.0,"/m/0jbk,/t/dd00129"
7MiPte6YeVM,330.0,340.0,"/m/04rlf,/t/dd00129"
7NKkjiCaSsI,130.0,140.0,"/m/04rlf,/t/dd00129"
7NklRpPUm-g,16.0,26.0,/t/dd00129
7OXr-ne5kCk,90.0,100.0,"/m/07yv9,/t/dd00129"
7OaSlL-du0g,270.0,280.0,"/m/07yv9,/t/dd00129"
7P3rCXuc9lA,30.0,40.0,"/m/04_sv,/m/07yv9,/t/dd00129"
7PEm9dNg9w4,90.0,100.0,"/m/04rlf,/t/dd00129"
7PK8G__KXIs,40.0,50.0,"/m/07yv9,/t/dd00129"
7PRV8T0cFdU,130.0,140.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7Pt7DFod8ro,90.0,100.0,/t/dd00129
7Q0O1H4cqv4,30.0,40.0,"/m/04rlf,/m/04szw,/m/07xzm,/t/dd00129"
7QAEv6AZtLI,160.0,170.0,/t/dd00129
7Qv-ti4O2nU,70.0,80.0,"/m/02mk9,/m/07r04,/m/07yv9,/t/dd00129"
7RFFaUY2NYk,10.0,20.0,/t/dd00129
7SBDDx46g1g,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7SMNp6kVARM,150.0,160.0,"/m/04rlf,/m/07yv9,/t/dd00129"
7Sg3JdOaooA,25.0,35.0,"/m/04rlf,/t/dd00129"
7Ss7Hl2w3ys,110.0,120.0,"/m/09ct_,/t/dd00129"
7T91R0aj-pE,10.0,20.0,/t/dd00129
7TERodz9Vo0,60.0,70.0,/t/dd00129
7TTxmN6oFJw,160.0,170.0,"/m/04rlf,/t/dd00129"
7TUlJH6rWCQ,40.0,50.0,"/m/07yv9,/t/dd00129"
7TZYMxkzvsE,0.0,10.0,/t/dd00129
7Tv251WAd1s,70.0,80.0,"/m/07yv9,/t/dd00129"
7UFz9NVvYpI,220.0,230.0,"/m/01g50p,/m/02l6bg,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
7V-F_w15Plc,340.0,350.0,"/m/01jwx6,/m/02mk9,/m/04_sv,/m/07pb8fc,/m/07yv9,/t/dd00129"
7V3RW-GjxcM,50.0,60.0,"/m/04rlf,/t/dd00129"
7VVA19W6kMQ,0.0,10.0,"/m/04rlf,/t/dd00129"
7ViTm-71xEc,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00129"
7WQNI8dA2wk,30.0,40.0,/t/dd00129
7WbrzlTnEQ4,50.0,60.0,"/m/04rlf,/m/0jbk,/t/dd00129"
7WkG6gX7lcE,280.0,290.0,"/m/04rlf,/t/dd00129"
7XBTT4r_-Go,250.0,260.0,"/m/04rlf,/t/dd00129"
7YGXTO7Juaw,30.0,40.0,/t/dd00129
7YKD9YTMyDc,390.0,400.0,"/m/019jd,/m/07yv9,/t/dd00129"
7Ybj7EuHkOg,520.0,530.0,"/m/01yg9g,/m/07yv9,/t/dd00129"
7YrUtwD1rog,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7YxnKZFKOLw,100.0,110.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
7YzNoO0SWxE,0.0,7.0,"/m/0199g,/m/07yv9,/m/0912c9,/t/dd00129"
7Z1GUWmzyhw,40.0,50.0,/t/dd00129
7Z3MDmUcRJg,290.0,300.0,"/m/028v0c,/m/04rlf,/t/dd00129"
7Z6AcWNrzro,30.0,40.0,/t/dd00129
7ZCz_mlgvss,240.0,250.0,"/m/09ddx,/t/dd00129"
7ZR5jSLo-UQ,10.0,20.0,/t/dd00129
7_KTJneZTQ0,170.0,180.0,/t/dd00129
7_X2xG5lH3w,90.0,100.0,/t/dd00129
7_aBuhxacyQ,0.0,10.0,/t/dd00129
7a8phxIfOxU,0.0,10.0,"/m/04_sv,/m/07q2z82,/m/07yv9,/t/dd00129"
7aSEY71MlD8,20.0,30.0,"/m/04_sv,/m/07yv9,/t/dd00129"
7aVNXp9U_6k,10.0,20.0,/t/dd00129
7aYCMt2Tx0U,290.0,300.0,"/m/02mk9,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
7aneWdD1cMY,60.0,70.0,"/m/07r04,/m/07yv9,/t/dd00129"
7b5cKwGy5_o,90.0,100.0,"/m/04rlf,/t/dd00129"
7bMNV62sQhc,20.0,30.0,"/m/07q2z82,/m/07yv9,/t/dd00066,/t/dd00129"
7bhsyCpVbMw,170.0,180.0,"/m/014yck,/m/07yv9,/m/0k5j,/t/dd00129"
7bjpVcvc7qE,240.0,250.0,/t/dd00129
7bvWtl-W590,60.0,70.0,/t/dd00129
7c0yxJexWIQ,330.0,340.0,"/m/04zmvq,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
7cCa_tEaXMs,10.0,20.0,/t/dd00129
7cSsNEeDZ8k,100.0,110.0,"/m/06_y0by,/t/dd00129"
7cZXU6pUIVk,20.0,30.0,/t/dd00129
7cZ_y-8LQAs,310.0,320.0,/t/dd00129
7ccmcZW-Yg4,160.0,170.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7d5GKafEsbM,170.0,180.0,/t/dd00129
7dTvUTcxYEk,360.0,370.0,/t/dd00129
7dlXw9MV9U0,50.0,60.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
7dldtyZJLgI,50.0,60.0,"/m/07yv9,/m/0k5j,/t/dd00129"
7dy8UW5jJBM,560.0,570.0,"/m/07r04,/m/07yv9,/t/dd00129"
7e1T-9I3xKA,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7eKLEHqbnHc,30.0,40.0,"/m/04rlf,/m/07xzm,/t/dd00129"
7eOh6RPN3gU,16.0,26.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
7eVL7_Ugjq4,30.0,40.0,/t/dd00129
7ewFQH_4VSo,260.0,270.0,"/m/07k1x,/t/dd00129"
7ezQaeMiCvk,30.0,40.0,/t/dd00129
7f31SA-UDrc,540.0,550.0,"/m/04rlf,/t/dd00129"
7fEIur0q9Fg,8.0,18.0,"/m/028v0c,/t/dd00129"
7fGwTQWxdk8,120.0,130.0,"/m/028v0c,/m/07yv9,/t/dd00129"
7fe83Lw3vOc,0.0,10.0,/t/dd00129
7fic9y80l1c,250.0,260.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129,/t/dd00134"
7g1x_dvv4nw,320.0,330.0,"/m/019jd,/m/05kq4,/t/dd00129"
7ggkIyT0Uxw,560.0,570.0,"/m/07yv9,/t/dd00129"
7hDHYAyn-Zk,160.0,170.0,"/m/07yv9,/t/dd00129"
7i5cZEVU0SI,140.0,150.0,"/m/07yv9,/m/0ltv,/t/dd00129"
7iQ85pxkP7s,0.0,10.0,"/m/0342h,/m/04rlf,/t/dd00129"
7ife8FXy-nI,30.0,40.0,/t/dd00129
7ifpN67BS8g,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
7igY1Nr3TN8,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00129"
7irLOKF18Qs,380.0,390.0,/t/dd00129
7ixho8E_eXA,140.0,150.0,"/m/07yv9,/t/dd00129"
7jg7IfAPN8g,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00128,/t/dd00129"
7jxbyep9aqk,16.0,26.0,/t/dd00129
7k9VXYLyVoM,70.0,80.0,"/m/04rlf,/t/dd00129"
7keybl6wtA4,29.0,39.0,"/m/0jbk,/t/dd00129"
7kiIeD3Ame4,30.0,40.0,"/m/04rlf,/m/04szw,/m/0l14_3,/t/dd00129"
7koa1VsBKkM,30.0,40.0,/t/dd00129
7l-7X11X50M,20.0,30.0,/t/dd00129
7lmXAi34eQc,550.0,560.0,/t/dd00129
